Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
"ALL FOR HEALTH, HEALTH FOR ALL, INC.",Glendale,91205,37,Los Angeles,Clinic,Community Clinic,-118.24918,34.14631,-13163437.15,4048464.186
ST JOHN'S CHILD AND FAMILY CENTER,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.28749,33.98966,-13167701.8,4027413.046
PLANNED PARENTHOOD OF LOS ANGELES S. MARK TAPER FOR MEDICAL,Los Angeles,90007,37,Los Angeles,Clinic,Community Clinic,-118.2757011,34.0235402,-13166389.47,4031962.682
DUAL DIAGNOSIS ASSESSMENT AND TREATMENT CENTER INC.,Encino,91436,37,Los Angeles,Clinic,Community Clinic,-118.4934629,34.1577011,-13190630.6,4049996.481
ANTELOPE VALLEY COMMUNITY CLINIC MOBILE HEALTH CLINIC II,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.1481053,34.7020337,-13152185.57,4123461.406
ANTELOPE VALLEY COMMUNITY CLINIC-PALMDALE,Palmdale,93550,37,Los Angeles,Clinic,Community Clinic,-118.075521,34.5807421,-13144105.52,4107049.961
ANTELOPE VALLEY COMMUNITY CLINIC MOBILE HEALTH CLINIC I,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.1481053,34.7020337,-13152185.57,4123461.406
PLANNED PARENTHOOD ALHAMBRA HEALTH CENTER,Alhambra,91801,37,Los Angeles,Clinic,Community Clinic,-118.12446,34.09177,-13149553.39,4041130.503
NEWHALL HEALTH CENTER,Newhall,91321,37,Los Angeles,Clinic,Community Clinic,-118.51596,34.37156,-13193134.96,4078802.581
NORTHEAST COMMUNITY CLINIC - GRAND,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.26545,34.03702,-13165248.32,4033773.335
THE FAMILY CLINIC OF LONG BEACH,Long Beach,90813,37,Los Angeles,Clinic,Community Clinic,-118.1853912,33.7802376,-13156336.22,3999330.688
TORRANCE MEMORIAL PHYSICIAN NETWORK,Manhattan Beach,90266,37,Los Angeles,Clinic,Community Clinic,-118.4014443,33.8873559,-13180387.14,4013686.034
"AAA COMPREHENSIVE HEALTHCARE, INC.",Tarzana,91356,37,Los Angeles,Clinic,Community Clinic,-118.5388067,34.1699408,-13195678.24,4051643.156
GLOBAL MEDICAL CLINIC,Wilmington,90744,37,Los Angeles,Clinic,Community Clinic,-118.275773,33.7787897,-13166397.48,3999136.773
"ELIZABETH CENTER FOR CANCER DETECTION, THE",Los Angeles,90017,37,Los Angeles,Clinic,Community Clinic,-118.263821,34.0531639,-13165066.98,4035942.218
"OBRIA MEDICAL CLINICS OF SOUTHERN CALIFORNIA, INC.",Long Beach,90806,37,Los Angeles,Clinic,Community Clinic,-118.190141,33.804467,-13156864.97,4002576.191
CHAP - LAKE,Pasadena,91104,37,Los Angeles,Clinic,Community Clinic,-118.13187,34.17684,-13150378.27,4052571.446
HUNTINGTON PARK FAMILY HEALTH CENTER,Huntington Park,90255,37,Los Angeles,Clinic,Community Clinic,-118.2228679,33.97674025,-13160508.1,4025678.582
CLINICA MSR. OSCAR A. ROMERO,Los Angeles,90057,37,Los Angeles,Clinic,Community Clinic,-118.272107,34.063928,-13165989.38,4037388.571
S. MARK TAPER FOUNDATION HEALTH CLINIC,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.2739208,34.01042841,-13166191.29,4030201.737
"SOUTHERN CALIFORNIA MEDICAL CENTER, INC.",Pico Rivera,90660,37,Los Angeles,Clinic,Community Clinic,-118.08469,34.0018,-13145126.21,4029043.068
"JWCH INSTITUTE, INC, MEDICAL CLINIC/WEINGART CENTER",Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.2442608,34.0435591,-13162889.55,4034651.793
PLANNED PARENTHOOD LOS ANGELES ANTELOPE VALLEY CENTER,Palmdale,93550,37,Los Angeles,Clinic,Community Clinic,-118.11979,34.57967,-13149033.52,4106905.007
"MISSION CITY COMMUNITY NETWORK, INC. - NORTHRIDGE",Northridge,91324,37,Los Angeles,Clinic,Community Clinic,-118.53612,34.22262,-13195379.16,4058733.109
ANTELOPE VALLEY COMMUNITY CLINIC HEALTH AND WELLNESS CENTER,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.1481143,34.7024654,-13152186.57,4123519.861
ANTELOPE VALLEY COMMUNITY CLINIC - PALMDALE,Palmdale,93550,37,Los Angeles,Clinic,Community Clinic,-118.08993,34.58014,-13145709.52,4106968.554
MISSION CITY COMMUNITY NETWORK - INGLEWOOD,Inglewood,90301,37,Los Angeles,Clinic,Community Clinic,-118.34882,33.9491,-13174529.03,4021968.792
OPEN ARMS PREGNANCY CENTER,Northridge,91324,37,Los Angeles,Clinic,Community Clinic,-118.5368968,34.24312515,-13195465.63,4061494.041
NORTHEAST COMMUNITY CLINIC - WILMINGTON,Wilmington,90744,37,Los Angeles,Clinic,Community Clinic,-118.26092,33.78003,-13164744.05,3999302.884
"SOUTH BAY CHILDREN'S HEALTH CENTER ASSOCIATION, INC.",Lawndale,90260,37,Los Angeles,Clinic,Community Clinic,-118.35237,33.89749,-13174924.21,4015045.077
USC-EISNER FAMILY MEDICINE CENTER AT CALIFORNIA HOSPITAL,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.2654758,34.037039,-13165251.19,4033775.888
SANTA MARIA'S CHILDREN AND FAMILY CENTER,Whittier,90605,37,Los Angeles,Clinic,Community Clinic,-118.00551,33.95045,-13136311.94,4022149.954
QUEENSCARE FAMILY CLINICS-MOBILE DENTAL VAN 1,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.2901449,34.09528515,-13167997.34,4041603.024
QUEENSCARE FAMILY CLINICS-MOBILE DENTAL VAN 3,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.2901449,34.09528515,-13167997.34,4041603.024
ALL-INCLUSIVE COMMUNITY HEALTH CENTER,Burbank,91504,37,Los Angeles,Clinic,Community Clinic,-118.320437,34.189372,-13171369.44,4054257.832
WESLEY HEALTH CENTER (LYNWOOD),Lynwood,90262,37,Los Angeles,Clinic,Community Clinic,-118.2054559,33.93074821,-13158569.82,4019506.334
UNIVERSAL COMMUNITY HEALTH CENTER,Los Angeles,90021,37,Los Angeles,Clinic,Community Clinic,-118.25316,34.02584,-13163880.21,4032271.578
PLANNED PARENTHOOD LOS ANGELES - LONG BEACH CENTER,Long Beach,90806,37,Los Angeles,Clinic,Community Clinic,-118.19363,33.80604,-13157253.36,4002786.925
ELDORADO COMMUNITY SERVICE CENTER,Pico Rivera,90660,37,Los Angeles,Clinic,Community Clinic,-118.08406,33.99834,-13145056.08,4028578.474
"MISSION CITY COMMUNITY NETWORK, INC - POMONA",Pomona,91767,37,Los Angeles,Clinic,Community Clinic,-117.73602,34.09027,-13106312.45,4040928.87
TARZANA TREATMENT CENTERS,Palmdale,93551,37,Los Angeles,Clinic,Community Clinic,-118.13642,34.60167,-13150884.77,4109879.913
ALTAMED SENIOR BUENACARE LYNWOOD,Lynwood,90262,37,Los Angeles,Clinic,Community Clinic,-118.1983054,33.9278164,-13157773.82,4019112.991
ALTAMED SENIOR BUENACARE EL MONTE,El Monte,91731,37,Los Angeles,Clinic,Community Clinic,-118.0459,34.07648,-13140808.13,4039075.392
ST. JOHN'S WELL CHILD AND FAMILY CENTER,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.2915831,34.0082068,-13168157.45,4029903.397
ALTAMED SENIOR BUENACARE DOWNEY,Downey,90242,37,Los Angeles,Clinic,Community Clinic,-118.1467293,33.930946,-13152032.4,4019532.871
ST JOHN'S WELL CHILD AND FAMILY CENTER,East Rancho Dominguez,90221,37,Los Angeles,Clinic,Community Clinic,-118.19301,33.88978,-13157184.34,4014011.104
"ST. JOHN'S WELL CHILD AND FAMILY CENTER, INC - COMPTON",Compton,90221,37,Los Angeles,Clinic,Community Clinic,-118.2162559,33.9038494,-13159772.06,4015897.991
APLA DENTAL SERVICES - S MARK TAPER CENTER,Los Angeles,90059,37,Los Angeles,Clinic,Community Clinic,-118.24254,33.92461,-13162697.99,4018682.824
WEST COUNTY MEDICAL CORPORATION,Long Beach,90806,37,Los Angeles,Clinic,Community Clinic,-118.19364,33.79844,-13157254.47,4001768.795
"PLANNED PARENTHOOD BASICS, BALDWIN HILLS/CRENSHAW",Los Angeles,90016,37,Los Angeles,Clinic,Community Clinic,-118.3556688,34.0209322,-13175291.43,4031612.4
MEDICAL MISSION ADVENTURES,Sylmar,91342,37,Los Angeles,Clinic,Community Clinic,-118.37709,34.27991,-13177676.03,4066448.651
THE CENTER FOR THE PARTIALLY SIGHTED,Culver City,90230,37,Los Angeles,Clinic,Community Clinic,-118.3959314,33.9816408,-13179773.44,4026336.446
WESLEY HEALTH CENTERS,Bellflower,90706,37,Los Angeles,Clinic,Community Clinic,-118.1341,33.90329,-13150626.51,4015822.962
THE CHILDREN'S CLINIC FAMILY HEALTH CTR IN CENTRAL LONG BEAC,Long Beach,90806,37,Los Angeles,Clinic,Community Clinic,-118.19364,33.8001,-13157254.47,4001991.168
THE CHILDREN'S CLINIC FAMILY HEALTH CENTER IN BELLFLOWER,Bellflower,90706,37,Los Angeles,Clinic,Community Clinic,-118.1425744,33.8715818,-13151569.88,4011570.953
ALTAMED MEDICAL & DENTAL GROUP - WEST COVINA,West Covina,91790,37,Los Angeles,Clinic,Community Clinic,-117.9474575,34.0601066,-13129849.56,4036875.073
NORTHEAST COMMUNITY CLINIC - HAWTHORNE,Hawthorne,90250,37,Los Angeles,Clinic,Community Clinic,-118.35389,33.928248,-13175093.42,4019170.897
"MISSION CITY COMMUNITY NETWORK, INC. - ORANGE GROVE",Pomona,91767,37,Los Angeles,Clinic,Community Clinic,-117.74895,34.07694,-13107751.81,4039137.212
"MISSION CITY COMMUNITY NETWORK, INC. - MONROVIA",Monrovia,91016,37,Los Angeles,Clinic,Community Clinic,-117.99339,34.1482,-13134962.75,4048718.406
"MISSION CITY COMMUNITY NETWORK, INC. - PARTHENIA",North Hills,91343,37,Los Angeles,Clinic,Community Clinic,-118.4636864,34.228154,-13187315.89,4059478.172
"MISSION CITY COMMUNITY NETWORK, INC. - POMONA MOBILE CLINIC",Pomona,91767,37,Los Angeles,Clinic,Community Clinic,-117.73457,34.0902879,-13106151.04,4040931.276
ALL CARE ONE COMMUNITY HEALTH CENTER,N Hollywood,91606,37,Los Angeles,Clinic,Community Clinic,-118.39648,34.18685,-13179834.51,4053918.436
QUEENS CARE FAMILY CLINICS - MOBILE DENTAL VAN 2,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.290342,34.0956029,-13168019.29,4041645.738
QUEENSCARE FAMILY CLINICS - MOBILE DENTAL VAN 4,Los Angeles,90029,37,Los Angeles,Clinic,Community Clinic,-118.290342,34.0956029,-13168019.29,4041645.738
BILL MOORE COMMUNITY HEALTH CLINIC,Monrovia,91016,37,Los Angeles,Clinic,Community Clinic,-117.9933859,34.1481682,-13134962.29,4048714.128
SOUTHWEST COMMUNITY CLINIC,Compton,90220,37,Los Angeles,Clinic,Community Clinic,-118.2277132,33.8959534,-13161047.48,4014838.998
ALTAMED MEDICAL & DENTAL GROUP - EAST LOS ANGELES 1ST STREET,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.21164,34.0446,-13159258.22,4034791.633
ST. JOHN'S WELL CHILD AND FAMILY CENTER,Compton,90221,37,Los Angeles,Clinic,Community Clinic,-118.1817669,33.8941997,-13155932.76,4014603.809
"ALL FOR HEALTH, HEALTH FOR ALL, INC.",Burbank,91502,37,Los Angeles,Clinic,Community Clinic,-118.30299,34.18081,-13169427.25,4053105.648
POMONA COMMUNITY HEALTH CENTER,Pomona,91767,37,Los Angeles,Clinic,Community Clinic,-117.7215189,34.06183718,-13104698.2,4037107.613
SALUD DIGNA,Huntington Park,90255,37,Los Angeles,Clinic,Community Clinic,-118.22518,33.98894,-13160765.49,4027316.379
CRENSHAW COMMUNITY CLINIC,Los Angeles,90016,37,Los Angeles,Clinic,Community Clinic,-118.3351553,34.0229107,-13173007.88,4031878.133
FLORENCE MEDICAL CLINIC,Los Angeles,90044,37,Los Angeles,Clinic,Community Clinic,-118.293241,33.974638,-13168342,4025396.383
"ASIAN PACIFIC HEALTH CARE VENTURE, INC.- EL MONTE/ROSEMEAD H",El Monte,91731,37,Los Angeles,Clinic,Community Clinic,-118.051635,34.0714021,-13141446.55,4038392.959
PEOPLE'S COMMUNITY CLINIC,Los Angeles,90065,37,Los Angeles,Clinic,Community Clinic,-118.231985,34.1261349,-13161523.01,4045750.804
BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,Lancaster,93535,37,Los Angeles,Clinic,Community Clinic,-118.1222408,34.6699189,-13149306.34,4119113.753
DUAL DIAGONOSIS ASSESSMENT AND TREATMENT CTR INC.,Signal Hill,90755,37,Los Angeles,Clinic,Community Clinic,-118.1545084,33.7931969,-13152898.36,4001066.458
"EAST VALLEY COMMUNITY HEALTH CENTER, INC. - VILLACORTA SCHOO",La Puente,91744,37,Los Angeles,Clinic,Community Clinic,-117.9115566,34.0180184,-13125853.1,4031221.055
ELIZABETH HEALTH CENTER - NECC,Cudahy,90201,37,Los Angeles,Clinic,Community Clinic,-118.1820637,33.962791,-13155965.8,4023806.205
TORRANCE MEMORIAL PHYSICIAN NETWORK,Torrance,90505,37,Los Angeles,Clinic,Community Clinic,-118.3462349,33.8101131,-13174241.26,4003332.614
APAIT HEALTH CENTER,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.2761058,34.0500072,-13166434.52,4035518.093
ALTAMED MEDICAL GROUP - MONTEBELLO,Montebello,90640,37,Los Angeles,Clinic,Community Clinic,-118.1257481,34.0136567,-13149696.78,4030635.278
ALTAMED MEDICAL GROUP AT HOLLYWOOD PRESBYTERIAN MED. CTR.,Los Angeles,90027,37,Los Angeles,Clinic,Community Clinic,-118.2905318,34.0964402,-13168040.42,4041758.294
TARZANA TREATMENT CENTERS FAMILY MEDICAL RESEDA CLINIC,Reseda,91335,37,Los Angeles,Clinic,Community Clinic,-118.5373858,34.1994566,-13195520.07,4055615.063
TORRANCE MEMORIAL PHYSICIAN NETWORK,Torrance,90505,37,Los Angeles,Clinic,Community Clinic,-118.3384648,33.8103379,-13173376.29,4003362.732
PLANNED PARENTHOOD LOS ANGELES STOLLER FILER HEALTH CENTER,Los Angeles,90059,37,Los Angeles,Clinic,Community Clinic,-118.2390177,33.9271599,-13162305.89,4019024.915
CENTER FOR FAMILY HEALTH & EDUCATION,Panorama City,91402,37,Los Angeles,Clinic,Community Clinic,-118.45022,34.22833,-13185816.82,4059501.868
ST. JOHNS WELL CHILD AND FAMILY CENTER,Compton,90221,37,Los Angeles,Clinic,Community Clinic,-118.1817669,33.8941997,-13155932.76,4014603.809
FHCCGLA DOWNEY FAMILY MEDICAL CENTER,Downey,90241,37,Los Angeles,Clinic,Community Clinic,-118.1167729,33.9239942,-13148697.67,4018600.21
NORTHEAST VALLEY HEALTH CORP. - RAINBOW DENTAL CENTER,Santa Clarita,91351,37,Los Angeles,Clinic,Community Clinic,-118.4901566,34.42105362,-13190262.54,4085479.676
JORDAN WELLNESS CENTER,Los Angeles,90002,37,Los Angeles,Clinic,Community Clinic,-118.23315,33.94471,-13161652.7,4021379.689
"MISSION CITY COMMUNITY NETWORK, INC.  - PRAIRIE",Inglewood,90301,37,Los Angeles,Clinic,Community Clinic,-118.3440046,33.9657318,-13173992.98,4024200.918
ENGEMANN STUDENT HEALTH CENTER,Los Angeles,90089,37,Los Angeles,Clinic,Community Clinic,-118.287885,34.02448072,-13167745.77,4032089.007
SOUTH GATE COMMUNITY CLINIC,South Gate,90280,37,Los Angeles,Clinic,Community Clinic,-118.1688782,33.9299315,-13154498,4019396.76
"AAA COMPREHENSIVE HEALTHCARE, INC.",North Hollywood,91605,37,Los Angeles,Clinic,Community Clinic,-118.3878408,34.20617269,-13178872.79,4056519.033
"ASIAN PACIFIC HEALTH CARE VENTURE, INC. - BELMONT HEALTH CNT",Los Angeles,90026,37,Los Angeles,Clinic,Community Clinic,-118.2653357,34.0621979,-13165235.6,4037156.088
WESLEY HEALTH CENTERS (LYNWOOD 2),Lynwood,90262,37,Los Angeles,Clinic,Community Clinic,-118.205888,33.930084,-13158617.91,4019417.22
TARZANA TREATMENT CENTERS FAMILY MEDICAL TARZANA CLINIC,Tarzana,91356,37,Los Angeles,Clinic,Community Clinic,-118.539776,34.179256,-13195786.15,4052896.542
DUAL DIAGNOSIS ASSESSMENT AND TREATMENT CTR INC.,Inglewood,90301,37,Los Angeles,Clinic,Community Clinic,-118.3533575,33.9592297,-13175034.14,4023328.23
ANTELOPE VALLEY COMMUNITY CLINIC - LANCASTER,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.14797,34.68615,-13152170.5,4121310.884
ST. JOHN'S WELL CHILD AND FAMILY CENTER,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.2876627,33.9893858,-13167721.03,4027376.232
APLA HEALTH & WELLNESS CENTER - BALDWIN HILLS,Los Angeles,90016,37,Los Angeles,Clinic,Community Clinic,-118.3556598,34.0192235,-13175290.43,4031382.909
"MISSION CITY COMMUNITY NETWORK, INC. - SAN FERNANDO VALLEY M",Pacoima,91331,37,Los Angeles,Clinic,Community Clinic,-118.42355,34.25063,-13182847.93,4062504.705
COMMUNITY OUTREACH MEDICAL SERVICES,Los Angeles,90008,37,Los Angeles,Clinic,Community Clinic,-118.3335485,34.0053045,-13172829.01,4029513.658
VISTA COMMUNITY HEALTH CENTER,Sylmar,91342,37,Los Angeles,Clinic,Community Clinic,-118.44054,34.29835,-13184739.25,4068933.181
ANTELOPE VALLEY COMMUNITY CLINIC MOBILE HEALTH CLINIC II,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.1477055,34.7025845,-13152141.06,4123535.988
ST. JOHN'S WELL CHILD AND FAMILY CENTER,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.2915593,34.0093101,-13168154.8,4030051.558
ST. JOHN'S WELL CHILD AND FAMILY CENTER,Los Angeles,90047,37,Los Angeles,Clinic,Community Clinic,-118.3037135,33.9354794,-13169507.8,4020141.119
AHF HEALTHCARE CENTER - DOWNTOWN,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.2650579,34.0360682,-13165204.67,4033645.477
PLANNED PARENTHOOD GLENDORA HEALTH CENTER,Glendora,91740,37,Los Angeles,Clinic,Community Clinic,-117.864973,34.128229,-13120667.43,4046032.41
SOUTH BAY FAMILY HEALTH CARE,Carson,90745,37,Los Angeles,Clinic,Community Clinic,-118.2728879,33.8241928,-13166076.31,4005219.121
NECC HARBOR CITY HEALTH CENTER,Harbor City,90710,37,Los Angeles,Clinic,Community Clinic,-118.301832,33.798336,-13169298.35,4001754.864
LOS ANGELES CHRISTIAN HEALTH CENTERS - EXODUS RECOVERY - ICM,Los Angeles,90033,37,Los Angeles,Clinic,Community Clinic,-118.20969,34.057296,-13159041.15,4036497.419
LOS ANGELES CHRISTIAN HEALTH CENTERS - NEW GENESIS,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.247982,34.046786,-13163303.79,4035085.318
LOS ANGELES CHRISTIAN HEALTH CENTERS - TELECARE SERVICE AREA,Los Angeles,90017,37,Los Angeles,Clinic,Community Clinic,-118.260635,34.053109,-13164712.32,4035934.842
LOS ANGELES CHRISTIAN HEALTH CENTERS - TELECARE CORE LA,Los Angeles,90021,37,Los Angeles,Clinic,Community Clinic,-118.244873,34.031413,-13162957.7,4033020.148
SOUTH MEDICAL CLINIC,Long Beach,90805,37,Los Angeles,Clinic,Community Clinic,-118.178425,33.859846,-13155560.75,4009997.605
CHAPCARE VACCO,South El Monte,91733,37,Los Angeles,Clinic,Community Clinic,-118.0443703,34.047333,-13140637.85,4035158.805
AMH COMPREHENSIVE MEDICAL CENTERS,San Gabriel,91776,37,Los Angeles,Clinic,Community Clinic,-118.096304,34.102659,-13146419.08,4042594.306
CHAPCARE MOBILE MEDICAL CLINIC,South El Monte,91733,37,Los Angeles,Clinic,Community Clinic,-118.0443703,34.047333,-13140637.85,4035158.805
"ST. JOHN'S WELL CHILD AND FAMILY CENTER, INC.",Lynwood,90262,37,Los Angeles,Clinic,Community Clinic,-118.20445,33.93072,-13158457.84,4019502.55
THE ACHIEVABLE CLINIC,Culver City,90230,37,Los Angeles,Clinic,Community Clinic,-118.39258,33.98414,-13179400.37,4026671.96
WELLNESS CENTER AT JEFFERSON HIGH SCHOOL,Los Angeles,90011,37,Los Angeles,Clinic,Community Clinic,-118.2521424,34.012756,-13163766.93,4030514.318
NECC GAGE HEALTH CENTER,Huntington Park,90255,37,Los Angeles,Clinic,Community Clinic,-118.215294,33.9794293,-13159664.98,4026039.563
"ALTAMED MEDICAL GROUP - PICO RIVERA, PASSONS",Pico Rivera,90660,37,Los Angeles,Clinic,Community Clinic,-118.085623,33.984898,-13145230.08,4026773.72
VERMONT COMMUNITY CLINIC,Los Angeles,90037,37,Los Angeles,Clinic,Community Clinic,-118.29148,33.99388,-13168145.97,4027979.634
KEDREN COMMUNITY CARE CLINIC,Los Angeles,90011,37,Los Angeles,Clinic,Community Clinic,-118.26531,34.00728,-13165232.74,4029778.939
ALL CARE ONE COMMUNITY HEALTH CENTER,Huntington Park,90255,37,Los Angeles,Clinic,Community Clinic,-118.2299568,33.97357021,-13161297.24,4025253.048
AMERICAN INDIAN HEALING CENTER,Whittier,90602,37,Los Angeles,Clinic,Community Clinic,-118.03265,33.97264,-13139333.15,4025128.181
ANTELOPE VALLEY COMMUNITY CLINIC MOBILE HEALTH CLINIC 1,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.148088,34.702449,-13152183.64,4123517.64
AZUSA HEALTH SERVICES,Azusa,91702,37,Los Angeles,Clinic,Community Clinic,-117.8901139,34.11583032,-13123466.1,4044365.172
CENTRAL NEIGHBORHOOD HEALTH FOUNDATION,Los Angeles,90011,37,Los Angeles,Clinic,Community Clinic,-118.2723168,34.0258532,-13166012.73,4032273.352
LOCKE WELLNESS CENTER,Los Angeles,90061,37,Los Angeles,Clinic,Community Clinic,-118.26892,33.93478,-13165634.6,4020047.278
FREMONT WELLNESS CENTER,Los Angeles,90003,37,Los Angeles,Clinic,Community Clinic,-118.265198,33.968168,-13165220.27,4024527.912
TOTAL CARE MEDICAL CLINIC,Wilmington,90744,37,Los Angeles,Clinic,Community Clinic,-118.275829,33.779213,-13166403.71,3999193.464
EAST VALLEY COMMUNITY HEALTH CENTER INC.,Pomona,91766,37,Los Angeles,Clinic,Community Clinic,-117.74971,34.04311,-13107836.42,4034591.455
Shriners For Children Medical Ctr - Ambulatory Surgery Cl,Pasadena,91105,37,Los Angeles,Clinic,Community Clinic,-118.15037,34.13014,-13152437.68,4046289.404
Shriners for Children Medical Ctr - Rehab Clinic,Pasadena,91105,37,Los Angeles,Clinic,Community Clinic,-118.15037,34.13014,-13152437.68,4046289.404
Shriners for Children Medical Ctr-Specialty Primary Care Cl,Pasadena,91105,37,Los Angeles,Clinic,Community Clinic,-118.15037,34.13014,-13152437.68,4046289.404
"ST. JOHN'S WELL CHILD AND FAMILY CENTER, INC.",Los Angeles,90007,37,Los Angeles,Clinic,Community Clinic,-118.2864,34.03963,-13167580.46,4034123.953
HILL STREET MEDICAL AND MENTAL HEALTH SERVICES,Los Angeles,90011,37,Los Angeles,Clinic,Community Clinic,-118.27358,34.02163,-13166153.35,4031706.121
DOWNTOWN MEDICAL AND MENTAL HEALTH SERVICES,Los Angeles,90013,37,Los Angeles,Clinic,Community Clinic,-118.24457,34.04315,-13162923.97,4034596.833
ALTAMED PACE SOUTH LOS ANGELES,Los Angeles,90002,37,Los Angeles,Clinic,Community Clinic,-118.24086,33.94555,-13162510.98,4021492.408
DaVita West Pasadena,Pasadena,91105,37,Los Angeles,Clinic,Community Clinic,-118.15038,34.13907,-13152438.79,4047490.391
AHF DOWNTOWN DENTAL OFFICE,Los Angeles,90015,37,Los Angeles,Clinic,Community Clinic,-118.26552,34.03691,-13165256.11,4033758.559
ALTAMED PACE COVINA,Covina,91723,37,Los Angeles,Clinic,Community Clinic,-117.88791,34.07992,-13123220.77,4039537.724
CHAPCARE-GARVEY,El Monte,91733,37,Los Angeles,Clinic,Community Clinic,-118.04871,34.06277,-13141120.94,4037232.962
"ALL FOR HEALTH, HEALTH FOR ALL, INC",Sunland,91040,37,Los Angeles,Clinic,Community Clinic,-118.31066,34.25965,-13170281.07,4063719.53
